trial,gradient,data_id,words
5,Finite,18908,BE ABOUT TWELVE OR THIRTEEN MILES
5,Finite,27099,IN SIGHT TAXI TO PARKING
5,Finite,23756,TWENTY FOUR FIVE WE'LL DO ALL THAT
5,Finite,18350,(UNINTELLIGIBLE)
5,Finite,29144,THREE SIXTY FIVE ROGER
5,Finite,16213,GOOD DAY UNITED SIX ELEVEN
5,Finite,10742,AH DID YOU HAVE THE AIRPORT IN SIGHT
5,Finite,24408,THIRTY FIVE RIGHT TEN NINETY SIX
5,Finite,7560,LOOKING FOUR NINETY THREE
5,Finite,28558,AMERICAN THIRTEEN FORTY ONE
5,Finite,27305,SECOND M D EIGHTY AT THIRTY TWO IS WHO
5,Finite,20354,AFFIRMATIVE AMERICAN FORTY THREE
5,Finite,2413,DELTA TWO OH TWO SLOWING
5,Finite,14603,(UNINTELLIGIBLE)
5,Finite,3792,THREE EIGHT OH SIX CLEARED FOR THE I L S
5,Finite,4522,SORRY GO AHEAD THIRTY EIGHT FORTY THREE WITH YOU
5,Finite,8135,AH WE'RE V F R PLUM ISLAND
5,Finite,1774,(UNINTELLIGIBLE) IT PRETTY HAZY OUT HERE
5,Finite,8620,HENSON FORTY THREE EIGHTY SIX YOU UP
5,Finite,1549,BIZEX SEVEN OH TWO ROGER
5,Finite,7887,THIRTY EIGHT FORTY TWO WE HAVE HIM IN SIGHT
5,Finite,12007,MIDEX TWENTY SEVEN TWENTY ONE ROGER
5,Finite,12149,ALPHA MIKE OUT OF FOUR FOR THREE
5,Finite,12304,YEAH I THINK YOU SAID US MAYBE NOT
5,Finite,13893,U S AIR FORTY SEVEN CONTACT DEPARTURE GOOD NIGHT
5,Finite,7552,ONE EIGHTY FOUR THIRTY THREE
5,Finite,14000,TRUMP SIXTY FIVE TWENTY CONTACT DEPARTURE
5,Finite,9423,ONE NINER ZERO ROGER
5,Finite,6428,TWO THREE HOTEL ON TO HOLD
5,Finite,9458,ALL RIGHT PROCEED DIRECT RICHMOND
5,Finite,22258,TEN EIGHTY ONE IS LOOKING
5,Finite,24659,EIGHT THOUSAND SOUTHWEST FOUR FORTY NINE
5,Finite,20730,SIX FIFTY TWO SPEED OKAY
5,Finite,7169,THANK YOU THREE ZERO NOVEMBER
5,Finite,24582,(UNINTELLIGIBLE)
5,Finite,28775,AMERICAN TWELVE SEVENTY FOUR TOWER
5,Finite,28175,CLEARED TO LAND ELEVEN FORTY SIX
5,Finite,18501,AMERICAN NINETY FIVE REMAIN ON THIS FREQUENCY
5,Finite,16598,CAN'T MAKE THAT ONE
5,Finite,20827,ASEA THREE SIXTY TWO YOU WITH ME
5,Finite,17197,DELTA THREE OH SEVEN ROGER
5,Finite,19940,CLEARED FOR THE APPROACH DELTA FOUR TWENTY SIX
5,Finite,19938,SEVEN TWENTY FIVE TO FOUR THOUSAND
5,Finite,1161,U S AIR TWELVE THIRTY THREE BOSTON
5,Finite,6754,CLEARED TO GO THIRTY FIVE SIXTY TWO
5,Infinite,29505,CHAPARRAL SEVEN SEVENTEEN 'S READY
5,Infinite,19333,ZERO SEVEN ZERO AMERICAN TWELVE SEVENTY
5,Infinite,28160,LOUD AND CLEAR ASEA FOUR FIFTY FIVE
6,Finite,1270,TWO TEN DELTA SIX FORTY EIGHT
6,Finite,23536,SAY AGAIN THE FREQ FOR DELTA THREE TWO SEVEN
6,Finite,5493,EIGHTEEN TWENTY FIVE
6,Finite,15404,EAGLE ONE GO AHEAD
6,Finite,19209,AMERICAN TWELVE SEVENTY FOUR IS IN A TURN
6,Finite,15912,OKAY WE'LL MONITOR BYE
6,Finite,20770,DELTA FIVE TWENTY TWO HEADING ZERO FOUR ZERO
6,Finite,27422,OK WE'LL DO THAT
6,Finite,8612,PACER EIGHT ONE OUT OF THREE FOR FOUR THOUSAND
6,Finite,1843,AH DOUBLE OH EIGHT U S EIGHT FIFTY TWO
6,Finite,11910,ONE NINETEEN ONE THANK YOU GOOD DAY
6,Finite,5425,EIGHTEEN TWENTY FIVE SO LONG
6,Finite,17701,YEAH ANY CHANCE OF THIRTY SIX
6,Finite,18902,ONE NINETY DELTA THREE EIGHTY SIX
6,Finite,29231,UNITED FOUR FIFTY WE 'LL HOLD SHORT
6,Finite,23449,ONE NINETY ASEA FOUR SIXTY SIX
6,Finite,10856,ROGER REDUCE TO ONE NINER ZERO KNOTS
6,Finite,15447,GOOD DAY BIZEX SIX THIRTY EIGHT
6,Finite,25639,THIRTY-TWO ONE DELTA FOUR TWENTY-SIX
6,Finite,10069,ONE ONE THOUSAND HOTEL CHARLIE
6,Finite,435,CACTUS EIGHT TWENTY SIX ROGER
6,Finite,13599,MIDEX FOUR FIFTEEN ANY LEFT TURN
6,Finite,16498,EIGHTEEN THIRTY SEVEN
6,Finite,2409,OKAY THIRTY EIGHT TWENTY FIVE
6,Finite,11791,SIXTY FIVE ELEVEN
6,Finite,20731,YEAH IT LOOKS REAL GOOD RIGHT NOW
6,Finite,11715,EXPECT ABOUT A TEN MILE FINAL
6,Finite,19292,SEVEN NINETY FOUR ROGER
6,Finite,24621,AMERICAN ONE SEVENTY EIGHT APPROACH
6,Finite,24202,ONE NINETY AND SWITCHING GOOD DAY
6,Finite,5593,FOUR FIFTY NINE
6,Finite,21434,THREE TWO EIGHTY-FIVE WE'LL SEE YOU
6,Finite,15407,AH WE TAKE IT TO THE END THANK YOU
6,Finite,11379,GOOD DAY UNITED SIXTEEN NINETY FOUR
6,Finite,13168,REPORT THE FIELD FORTY FOUR TWENTY ONE
6,Finite,17293,EAGLE ONE WASHINGTON TOWER
6,Finite,8095,AH DELTA WHISKEY YOU'RE UNREADABLE
6,Finite,18505,OKAY WE'LL MAINTAIN ONE NINETY
6,Finite,20503,ZERO EIGHT ZERO SEVEN OH SIX
6,Finite,7349,TWO SEVEN TWO THANKS FOR YOUR HELP
6,Finite,10201,OKAY THANKS A LOT SIR
6,Finite,7588,WE BE LOOKING DELTA SEVEN THIRTY ONE
6,Finite,186,ONE NINETEEN ONE GOOD DAY
6,Finite,9052,AND FLY HEADING TWO FIVE ZERO
6,Finite,15822,TROOPER EIGHT FREQUENCY CHANGE APPROVED WE'LL SEE YOU LATER
6,Finite,12687,DOWN TO THREE SEVENTEEN SIXTY FIVE
6,Finite,19187,ONE THREE ZERO AMERICAN TWELVE SEVENTY FOUR
6,Finite,19388,FIVE THOUSAND FOURTEEN FOURTEEN
6,Finite,10515,WE'RE LOOKING ONE PAPA HOTEL
6,Finite,21561,DELTA TEN FOURTEEN HEAVY WILCO
6,Finite,2963,BIZEX FOUR FOURTEEN IS WITH YOU
6,Finite,15568,(UNINTELLIGIBLE) CLEARED TO LAND THANK YOU
6,Finite,16526,FORTY THREE SIXTY NINE
6,Finite,557,CORRECTING NORTHWEST ONE EIGHTY TWO
6,Finite,8780,NINER THOUSAND CACTUS FIFTY FOUR
6,Finite,19519,THREE THOUSAND DELTA ELEVEN THIRTY SEVEN
6,Finite,24410,(UNINTELLIGIBLE)
6,Finite,11161,WILCO T W A TEN
6,Finite,20672,AMERICAN AH THIRTEEN THIRTY TWO
6,Finite,23683,ASEA THREE THIRTY FIVE REGIONAL APPROACH ROGER
6,Finite,25572,FIVE SIX QUEBEC ROGER
6,Finite,1194,CARE EIGHTY THREE HAS THE TRAFFIC SIR
6,Finite,18908,BE ABOUT TWELVE OR THIRTEEN MILES
6,Finite,27099,IN SIGHT TAXI TO PARKING
6,Finite,23756,TWENTY FOUR FIVE WE'LL DO ALL THAT
6,Finite,18350,(UNINTELLIGIBLE)
6,Finite,29144,THREE SIXTY FIVE ROGER
6,Finite,16213,GOOD DAY UNITED SIX ELEVEN
6,Finite,10742,AH DID YOU HAVE THE AIRPORT IN SIGHT
6,Finite,24408,THIRTY FIVE RIGHT TEN NINETY SIX
6,Finite,7560,LOOKING FOUR NINETY THREE
6,Finite,28558,AMERICAN THIRTEEN FORTY ONE
6,Finite,27305,SECOND M D EIGHTY AT THIRTY TWO IS WHO
6,Finite,20354,AFFIRMATIVE AMERICAN FORTY THREE
6,Finite,2413,DELTA TWO OH TWO SLOWING
6,Finite,14603,(UNINTELLIGIBLE)
6,Finite,3792,THREE EIGHT OH SIX CLEARED FOR THE I L S
6,Finite,4522,SORRY GO AHEAD THIRTY EIGHT FORTY THREE WITH YOU
6,Finite,8135,AH WE'RE V F R PLUM ISLAND
6,Finite,1774,(UNINTELLIGIBLE) IT PRETTY HAZY OUT HERE
6,Finite,8620,HENSON FORTY THREE EIGHTY SIX YOU UP
6,Finite,1549,BIZEX SEVEN OH TWO ROGER
6,Finite,7887,THIRTY EIGHT FORTY TWO WE HAVE HIM IN SIGHT
6,Finite,12007,MIDEX TWENTY SEVEN TWENTY ONE ROGER
6,Finite,12149,ALPHA MIKE OUT OF FOUR FOR THREE
6,Finite,12304,YEAH I THINK YOU SAID US MAYBE NOT
6,Finite,13893,U S AIR FORTY SEVEN CONTACT DEPARTURE GOOD NIGHT
6,Finite,7552,ONE EIGHTY FOUR THIRTY THREE
6,Finite,14000,TRUMP SIXTY FIVE TWENTY CONTACT DEPARTURE
6,Finite,9423,ONE NINER ZERO ROGER
6,Finite,6428,TWO THREE HOTEL ON TO HOLD
6,Finite,9458,ALL RIGHT PROCEED DIRECT RICHMOND
6,Finite,22258,TEN EIGHTY ONE IS LOOKING
6,Finite,24659,EIGHT THOUSAND SOUTHWEST FOUR FORTY NINE
6,Finite,20730,SIX FIFTY TWO SPEED OKAY
6,Finite,7169,THANK YOU THREE ZERO NOVEMBER
6,Finite,24582,(UNINTELLIGIBLE)
6,Finite,28775,AMERICAN TWELVE SEVENTY FOUR TOWER
6,Finite,28175,CLEARED TO LAND ELEVEN FORTY SIX
6,Finite,18501,AMERICAN NINETY FIVE REMAIN ON THIS FREQUENCY
6,Finite,16598,CAN'T MAKE THAT ONE
6,Finite,20827,ASEA THREE SIXTY TWO YOU WITH ME
6,Finite,17197,DELTA THREE OH SEVEN ROGER
6,Finite,19940,CLEARED FOR THE APPROACH DELTA FOUR TWENTY SIX
6,Finite,19938,SEVEN TWENTY FIVE TO FOUR THOUSAND
6,Finite,1161,U S AIR TWELVE THIRTY THREE BOSTON
6,Finite,6754,CLEARED TO GO THIRTY FIVE SIXTY TWO
6,Finite,29505,CHAPARRAL SEVEN SEVENTEEN 'S READY
6,Finite,19333,ZERO SEVEN ZERO AMERICAN TWELVE SEVENTY
6,Finite,28160,LOUD AND CLEAR ASEA FOUR FIFTY FIVE
6,Finite,14559,CLEARED TO GO CONTINENTAL THREE TWENTY
6,Finite,26341,SEVEN THIRTY SIX THANK YOU GOOD DAY
6,Finite,20776,THREE THIRTY FIVE ZERO TWO ZERO
6,Finite,28629,CLEARED TO LAND ASEA FOUR SIXTY EIGHT
6,Finite,5765,CLIPPER FIVE FORTY SEVEN
6,Finite,9053,TWO FIFTY PAPA FOX
6,Finite,27140,TWIN CESSNA THREE THREE ALPHA DELTA GROUND
6,Finite,17212,TWENTY ONE SEVEN FORTY FOUR OH ONE
6,Finite,20592,THREE SIX RIGHT AH FIVE ELEVEN
6,Finite,10971,NINETEEN ONE NORTHWEST TWO THIRTY FOUR
6,Finite,11908,SEVENTEEN SIXTY FIVE
6,Finite,26799,EASY IS CLEAR
6,Finite,27998,AMERICAN ELEVEN FIFTY THREE WE'LL CROSS
6,Finite,26976,(UNINTELLIGIBLE)
6,Finite,29155,AMERICAN EIGHT SIXTEEN AFFIRMATIVE
6,Finite,289,ONE SEVENTY ATLANTIC FOUR OH FIVE
6,Finite,26779,(UNINTELLIGIBLE)
6,Finite,1866,THREE SIXTY U S EIGHT FIFTY TWO
6,Finite,7394,OKAY ONE TWO ZERO POINT SIX
6,Finite,14957,SIX SIX EIGHT ZERO SEVEN WITH ME
6,Finite,8186,OH FIVE OH TEN TWENTY FOUR
6,Finite,5132,THREE FOUR TWO SIX
6,Finite,8005,TWELVE THIRTY EIGHT TRAFFIC IN SIGHT
6,Finite,15024,NORTHWEST EIGHTEEN SEVENTY TWO BYE
6,Finite,16885,AND U S AIR FIVE SEVENTEEN
6,Finite,16496,FIVE SIXTY ONE GOOD DAY
6,Finite,28001,YEAH AND GIVE WAY TO THE COMPANY AT THE HIGH SPEED
6,Finite,10073,DIRECT LINDEN PACER FIVE TWO
6,Finite,8652,ONE THREE FOUR TWO SEVEN THREE EIGHT
6,Finite,13536,NORTHWEST TWO THIRTY NINE ROGER
6,Finite,14910,ONE EIGHT HOTEL ROUTING APPROVED
6,Finite,16142,SIXTY FOUR THIRTY ONE CROSS
6,Finite,2939,NERA THIRTY SEVEN FIFTY SIX ROGER
6,Finite,1545,BIZEX SEVEN OH TWO HAS THE SHORT
6,Finite,16739,I'M SORRY REPEAT THAT LAST PART
6,Finite,27947,YES CAN YOU ACCEPT THREE FIVE LEFT
6,Finite,2752,THREE THREE ZERO THREE FORTY SIX
6,Finite,594,AMERICAN NINETY FOUR HEAVY SO LONG
6,Finite,27171,WHO'S THE HEAVY TEN OFF AT THIRTY TWO
6,Finite,10060,DIRECT ARMEL FOR ONE EIGHT FIVE
6,Finite,24139,DOWN TO EIGHT AMERICAN THIRTEEN FIFTY FIVE
6,Finite,19587,FIVE ELEVEN ZERO ONE ZERO DOWN TO THREE
6,Finite,6863,U S AIR TWELVE FIFTY THREE
6,Finite,6186,CALLING BOSTON TOWER SAY AGAIN
6,Finite,20561,DOWN TO THREE AMERICAN SIX HUNDRED
6,Finite,23099,(UNINTELLIGIBLE)
6,Finite,7736,THAT IS CORRECT SIR HAVE A NICE DAY
6,Finite,25707,ZERO SEVEN ZERO SEVEN FORTY-TWO
6,Finite,14304,CLEARED FOR TAKEOFF CACTUS FOUR SEVEN NINE (UNINTELLIGIBLE)
6,Finite,28897,EIGHT TWENTY FOUR NORTH ON ECHO
6,Finite,6654,ONE FOUR ZERO DEPARTURE GOOD DAY SIR
6,Finite,25395,FIVE THOUSAND DELTA SIX NINETY FOUR
6,Finite,21495,ONE SEVEN THOUSAND SOUTHWEST FORTY-THREE
6,Finite,29291,AH DELTA SEVEN TWENTY FIVE CROSSING
6,Finite,28741,POSITION AND HOLD THREE FOUR WHISKEY POP
6,Finite,20028,DOWN TO THREE SEVEN FORTY TWO
6,Finite,29279,UNITED FOUR FIFTY CLEARED TO CROSS
6,Finite,13203,ALLEGHENY THIRTY SEVEN TWO NINE SO LONG
6,Finite,25585,ONE TWO ZERO POINT FIVE GOOD DAY
6,Finite,20005,THREE THOUSAND AMERICAN TWO NINETY TWO
6,Infinite,18918,AMERICAN FIVE FORTY SIX REGIONAL APPROACH ROGER
6,Infinite,15400,HELICOPTER CALLING MISSED IT SAY AGAIN
6,Infinite,29135,OKAY RIGHT ON THE OUTER DELTA SIX NINETY ONE
7,Finite,1270,TWO TEN DELTA SIX FORTY EIGHT
7,Finite,23536,SAY AGAIN THE FREQ FOR DELTA THREE TWO SEVEN
7,Finite,5493,EIGHTEEN TWENTY FIVE
7,Finite,15404,EAGLE ONE GO AHEAD
7,Finite,19209,AMERICAN TWELVE SEVENTY FOUR IS IN A TURN
7,Finite,15912,OKAY WE'LL MONITOR BYE
7,Finite,20770,DELTA FIVE TWENTY TWO HEADING ZERO FOUR ZERO
7,Finite,27422,OK WE'LL DO THAT
7,Finite,8612,PACER EIGHT ONE OUT OF THREE FOR FOUR THOUSAND
7,Finite,1843,AH DOUBLE OH EIGHT U S EIGHT FIFTY TWO
7,Finite,11910,ONE NINETEEN ONE THANK YOU GOOD DAY
7,Finite,5425,EIGHTEEN TWENTY FIVE SO LONG
7,Finite,17701,YEAH ANY CHANCE OF THIRTY SIX
7,Finite,18902,ONE NINETY DELTA THREE EIGHTY SIX
7,Finite,29231,UNITED FOUR FIFTY WE 'LL HOLD SHORT
7,Finite,23449,ONE NINETY ASEA FOUR SIXTY SIX
7,Finite,10856,ROGER REDUCE TO ONE NINER ZERO KNOTS
7,Finite,15447,GOOD DAY BIZEX SIX THIRTY EIGHT
7,Finite,25639,THIRTY-TWO ONE DELTA FOUR TWENTY-SIX
7,Finite,10069,ONE ONE THOUSAND HOTEL CHARLIE
7,Finite,435,CACTUS EIGHT TWENTY SIX ROGER
7,Finite,13599,MIDEX FOUR FIFTEEN ANY LEFT TURN
7,Finite,16498,EIGHTEEN THIRTY SEVEN
7,Finite,2409,OKAY THIRTY EIGHT TWENTY FIVE
7,Finite,11791,SIXTY FIVE ELEVEN
7,Finite,20731,YEAH IT LOOKS REAL GOOD RIGHT NOW
7,Finite,11715,EXPECT ABOUT A TEN MILE FINAL
7,Finite,19292,SEVEN NINETY FOUR ROGER
7,Finite,24621,AMERICAN ONE SEVENTY EIGHT APPROACH
7,Finite,24202,ONE NINETY AND SWITCHING GOOD DAY
7,Finite,5593,FOUR FIFTY NINE
7,Finite,21434,THREE TWO EIGHTY-FIVE WE'LL SEE YOU
7,Finite,15407,AH WE TAKE IT TO THE END THANK YOU
7,Finite,11379,GOOD DAY UNITED SIXTEEN NINETY FOUR
7,Finite,13168,REPORT THE FIELD FORTY FOUR TWENTY ONE
7,Finite,17293,EAGLE ONE WASHINGTON TOWER
7,Finite,8095,AH DELTA WHISKEY YOU'RE UNREADABLE
7,Finite,18505,OKAY WE'LL MAINTAIN ONE NINETY
7,Finite,20503,ZERO EIGHT ZERO SEVEN OH SIX
7,Finite,7349,TWO SEVEN TWO THANKS FOR YOUR HELP
7,Finite,10201,OKAY THANKS A LOT SIR
7,Finite,7588,WE BE LOOKING DELTA SEVEN THIRTY ONE
7,Finite,186,ONE NINETEEN ONE GOOD DAY
7,Finite,9052,AND FLY HEADING TWO FIVE ZERO
7,Finite,15822,TROOPER EIGHT FREQUENCY CHANGE APPROVED WE'LL SEE YOU LATER
7,Finite,12687,DOWN TO THREE SEVENTEEN SIXTY FIVE
7,Finite,19187,ONE THREE ZERO AMERICAN TWELVE SEVENTY FOUR
7,Finite,19388,FIVE THOUSAND FOURTEEN FOURTEEN
7,Finite,10515,WE'RE LOOKING ONE PAPA HOTEL
7,Finite,21561,DELTA TEN FOURTEEN HEAVY WILCO
7,Finite,2963,BIZEX FOUR FOURTEEN IS WITH YOU
7,Finite,15568,(UNINTELLIGIBLE) CLEARED TO LAND THANK YOU
7,Finite,16526,FORTY THREE SIXTY NINE
7,Finite,557,CORRECTING NORTHWEST ONE EIGHTY TWO
7,Finite,8780,NINER THOUSAND CACTUS FIFTY FOUR
7,Finite,19519,THREE THOUSAND DELTA ELEVEN THIRTY SEVEN
7,Finite,24410,(UNINTELLIGIBLE)
7,Finite,11161,WILCO T W A TEN
7,Finite,20672,AMERICAN AH THIRTEEN THIRTY TWO
7,Finite,23683,ASEA THREE THIRTY FIVE REGIONAL APPROACH ROGER
7,Finite,25572,FIVE SIX QUEBEC ROGER
7,Finite,1194,CARE EIGHTY THREE HAS THE TRAFFIC SIR
7,Finite,18908,BE ABOUT TWELVE OR THIRTEEN MILES
7,Finite,27099,IN SIGHT TAXI TO PARKING
7,Finite,23756,TWENTY FOUR FIVE WE'LL DO ALL THAT
7,Finite,18350,(UNINTELLIGIBLE)
7,Finite,29144,THREE SIXTY FIVE ROGER
7,Finite,16213,GOOD DAY UNITED SIX ELEVEN
7,Finite,10742,AH DID YOU HAVE THE AIRPORT IN SIGHT
7,Finite,24408,THIRTY FIVE RIGHT TEN NINETY SIX
7,Finite,7560,LOOKING FOUR NINETY THREE
7,Finite,28558,AMERICAN THIRTEEN FORTY ONE
7,Finite,27305,SECOND M D EIGHTY AT THIRTY TWO IS WHO
7,Finite,20354,AFFIRMATIVE AMERICAN FORTY THREE
7,Finite,2413,DELTA TWO OH TWO SLOWING
7,Finite,14603,(UNINTELLIGIBLE)
7,Finite,3792,THREE EIGHT OH SIX CLEARED FOR THE I L S
7,Finite,4522,SORRY GO AHEAD THIRTY EIGHT FORTY THREE WITH YOU
7,Finite,8135,AH WE'RE V F R PLUM ISLAND
7,Finite,1774,(UNINTELLIGIBLE) IT PRETTY HAZY OUT HERE
7,Finite,8620,HENSON FORTY THREE EIGHTY SIX YOU UP
7,Finite,1549,BIZEX SEVEN OH TWO ROGER
7,Finite,7887,THIRTY EIGHT FORTY TWO WE HAVE HIM IN SIGHT
7,Finite,12007,MIDEX TWENTY SEVEN TWENTY ONE ROGER
7,Finite,12149,ALPHA MIKE OUT OF FOUR FOR THREE
7,Finite,12304,YEAH I THINK YOU SAID US MAYBE NOT
7,Finite,13893,U S AIR FORTY SEVEN CONTACT DEPARTURE GOOD NIGHT
7,Finite,7552,ONE EIGHTY FOUR THIRTY THREE
7,Finite,14000,TRUMP SIXTY FIVE TWENTY CONTACT DEPARTURE
7,Finite,9423,ONE NINER ZERO ROGER
7,Finite,6428,TWO THREE HOTEL ON TO HOLD
7,Finite,9458,ALL RIGHT PROCEED DIRECT RICHMOND
7,Finite,22258,TEN EIGHTY ONE IS LOOKING
7,Finite,24659,EIGHT THOUSAND SOUTHWEST FOUR FORTY NINE
7,Finite,20730,SIX FIFTY TWO SPEED OKAY
7,Finite,7169,THANK YOU THREE ZERO NOVEMBER
7,Finite,24582,(UNINTELLIGIBLE)
7,Finite,28775,AMERICAN TWELVE SEVENTY FOUR TOWER
7,Finite,28175,CLEARED TO LAND ELEVEN FORTY SIX
7,Infinite,18501,AMERICAN NINETY FIVE REMAIN ON THIS FREQUENCY
7,Infinite,16598,CAN'T MAKE THAT ONE
7,Infinite,20827,ASEA THREE SIXTY TWO YOU WITH ME
